customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02850,Male,0,Yes,No,0,Yes,DSL,Yes,No,One year,Mailed check,60.5,0,1
CUST02851,Male,0,No,No,38,Yes,DSL,Yes,Yes,Two year,Credit card,52.23,1984.65,1
CUST02852,Female,0,Yes,No,56,No,DSL,No,No,Two year,Credit card,79.03,4425.51,0
CUST02853,Male,0,No,Yes,2,Yes,None,No internet service,No internet service,Month-to-month,Electronic check,21.58,43.16,1
CUST02854,Female,1,No,Yes,53,No,Fiber optic,No,No,Two year,Credit card,118.28,6268.72,0
CUST02855,Female,1,No,No,57,Yes,None,No internet service,No internet service,Two year,Bank transfer,21,1197.2,0
CUST02856,Male,1,Yes,No,60,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer,97.32,5839.47,0
CUST02857,Female,1,Yes,Yes,36,Yes,DSL,No,No,Month-to-month,Bank transfer,75.13,2704.69,0
CUST02858,Female,1,Yes,Yes,22,No,DSL,No,Yes,One year,Bank transfer,45.8,1007.51,1
CUST02859,Female,0,Yes,Yes,56,No,Fiber optic,No,Yes,Month-to-month,Credit card,117,6552.08,0
CUST02860,Female,0,No,Yes,50,No,DSL,Yes,No,Month-to-month,Credit card,77.23,3861.41,0
CUST02861,Male,0,No,Yes,48,Yes,DSL,Yes,Yes,Month-to-month,Mailed check,39.87,1913.77,1
CUST02862,Male,0,No,No,50,No,DSL,Yes,No,Two year,Electronic check,61.35,3067.34,1
CUST02863,Female,1,No,Yes,37,No,DSL,No,No,Month-to-month,Electronic check,37.45,1385.82,1
CUST02864,Female,0,No,Yes,71,Yes,Fiber optic,No,No,One year,Electronic check,98.77,7012.56,1
CUST02865,Female,1,No,Yes,4,No,Fiber optic,No,Yes,One year,Mailed check,105.23,420.93,0
CUST02866,Male,1,No,Yes,15,No,None,No internet service,No internet service,Two year,Electronic check,38.47,577,1
CUST02867,Male,0,Yes,No,14,Yes,None,No internet service,No internet service,Two year,Bank transfer,19.52,273.28,1
CUST02868,Male,0,No,No,38,No,Fiber optic,No,No,One year,Mailed check,97.25,3695.34,0
CUST02869,Female,1,No,Yes,34,Yes,DSL,No,Yes,Month-to-month,Electronic check,30.5,1036.92,0
CUST02870,Male,0,No,No,34,No,Fiber optic,No,Yes,One year,Mailed check,55.16,1875.49,0
CUST02871,Female,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Two year,Bank transfer,79.15,4828.35,1
CUST02872,Male,0,No,Yes,63,No,DSL,No,Yes,Month-to-month,Credit card,57.78,3639.99,1
CUST02873,Male,1,Yes,Yes,68,Yes,DSL,No,Yes,Two year,Credit card,31.68,2154.28,1
CUST02874,Female,0,Yes,No,23,No,DSL,Yes,No,Two year,Bank transfer,56.62,1302.32,0
CUST02875,Male,1,Yes,Yes,61,No,None,No internet service,No internet service,Two year,Mailed check,41.71,2544.47,0
CUST02876,Female,0,Yes,Yes,4,No,DSL,Yes,No,One year,Electronic check,35.04,140.18,1
CUST02877,Female,1,No,No,44,No,DSL,Yes,Yes,Two year,Bank transfer,55.37,2436.4,0
CUST02878,Male,0,Yes,No,35,Yes,DSL,No,No,One year,Mailed check,36.9,1291.38,1
CUST02879,Female,0,Yes,No,70,No,Fiber optic,No,No,Two year,Electronic check,103.9,7273.01,1
CUST02880,Female,0,No,Yes,38,Yes,None,No internet service,No internet service,Two year,Bank transfer,45.6,1732.94,0
CUST02881,Male,1,No,No,2,Yes,Fiber optic,No,No,Two year,Mailed check,108.49,216.99,0
CUST02882,Female,0,Yes,No,21,Yes,Fiber optic,No,Yes,Two year,Electronic check,97.41,2045.56,0
CUST02883,Female,0,Yes,No,56,No,None,No internet service,No internet service,Month-to-month,Credit card,33.32,1865.77,1
CUST02884,Female,0,No,No,72,No,None,No internet service,No internet service,Month-to-month,Credit card,26.65,1919.03,1
CUST02885,Male,0,No,Yes,34,Yes,Fiber optic,No,No,Month-to-month,Bank transfer,117.07,3980.42,0
CUST02886,Male,1,Yes,Yes,45,No,DSL,Yes,Yes,Month-to-month,Credit card,79.13,3560.88,1
CUST02887,Female,1,No,No,20,No,DSL,No,No,Month-to-month,Electronic check,42.36,847.27,1
CUST02888,Male,0,Yes,Yes,19,Yes,Fiber optic,No,No,Two year,Mailed check,107.58,2043.98,0
CUST02889,Female,1,Yes,Yes,20,No,DSL,Yes,No,Two year,Electronic check,60.72,1214.46,0
CUST02890,Female,1,No,Yes,43,No,Fiber optic,No,No,One year,Bank transfer,57.18,2458.79,1
CUST02891,Female,0,No,Yes,25,Yes,None,No internet service,No internet service,Two year,Bank transfer,41.48,1036.95,1
CUST02892,Female,0,Yes,Yes,7,Yes,Fiber optic,No,No,Two year,Electronic check,55.24,386.67,0
CUST02893,Female,0,No,No,28,Yes,DSL,Yes,No,One year,Credit card,72.48,2029.33,0
CUST02894,Male,0,No,No,11,No,Fiber optic,Yes,No,One year,Electronic check,82.33,905.6,0
CUST02895,Male,1,Yes,Yes,71,Yes,DSL,No,No,Month-to-month,Credit card,57.01,4047.5,0
CUST02896,Female,0,Yes,No,25,Yes,None,No internet service,No internet service,One year,Electronic check,43.48,1087.04,1
CUST02897,Male,0,No,No,40,No,None,No internet service,No internet service,Two year,Electronic check,47.34,1893.68,0
CUST02898,Male,1,Yes,Yes,39,Yes,None,No internet service,No internet service,Month-to-month,Bank transfer,37.44,1460.26,1
CUST02899,Male,1,Yes,Yes,64,Yes,None,No internet service,No internet service,Two year,Electronic check,43.14,2760.68,1
CUST02900,Female,0,Yes,Yes,13,Yes,DSL,Yes,No,One year,Bank transfer,36.73,477.47,0
CUST02901,Male,0,Yes,No,62,Yes,None,No internet service,No internet service,One year,Electronic check,38.44,2383.52,0
CUST02902,Male,1,No,Yes,71,No,None,No internet service,No internet service,Month-to-month,Mailed check,26.48,1880.05,1
CUST02903,Male,0,No,Yes,54,No,Fiber optic,No,Yes,Month-to-month,Credit card,69.46,3750.79,0
CUST02904,Male,0,No,No,30,Yes,DSL,Yes,No,One year,Mailed check,67.42,2022.57,1
CUST02905,Male,0,Yes,Yes,32,No,Fiber optic,No,No,Month-to-month,Electronic check,106.57,3410.14,0
CUST02906,Male,1,Yes,Yes,67,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer,64.16,4298.95,1
CUST02907,Female,1,Yes,No,28,Yes,Fiber optic,Yes,Yes,One year,Electronic check,111.26,3115.19,1
CUST02908,Female,0,Yes,Yes,19,No,None,No internet service,No internet service,Two year,Electronic check,33.46,635.68,0
CUST02909,Female,1,No,No,21,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,77.87,1635.17,0
CUST02910,Male,1,No,No,39,Yes,DSL,No,No,Two year,Electronic check,40.41,1576.15,0
CUST02911,Female,1,No,No,55,Yes,DSL,Yes,Yes,One year,Mailed check,78.76,4331.69,1
CUST02912,Male,0,Yes,Yes,46,No,None,No internet service,No internet service,Two year,Mailed check,16.68,767.1,1
CUST02913,Male,0,Yes,Yes,59,Yes,Fiber optic,Yes,Yes,Month-to-month,Mailed check,72.1,4253.78,0
CUST02914,Male,0,No,No,41,No,None,No internet service,No internet service,Month-to-month,Electronic check,48.63,1994.03,0
CUST02915,Female,1,No,Yes,41,Yes,None,No internet service,No internet service,Month-to-month,Credit card,39.35,1613.36,0
CUST02916,Male,0,Yes,Yes,68,No,None,No internet service,No internet service,Month-to-month,Bank transfer,49.37,3357.48,1
CUST02917,Male,1,Yes,No,53,Yes,None,No internet service,No internet service,Month-to-month,Mailed check,19.45,1030.76,1
CUST02918,Female,1,No,Yes,10,Yes,None,No internet service,No internet service,Two year,Electronic check,32.86,328.56,0
CUST02919,Female,0,No,No,71,No,Fiber optic,Yes,Yes,One year,Credit card,58.89,4180.9,0
CUST02920,Female,0,Yes,Yes,36,Yes,DSL,No,Yes,One year,Electronic check,52.7,1897.05,1
CUST02921,Female,0,Yes,No,40,No,None,No internet service,No internet service,One year,Mailed check,19.42,776.94,0
CUST02922,Female,0,No,Yes,9,No,DSL,No,Yes,Month-to-month,Electronic check,52.97,476.71,0
CUST02923,Female,1,Yes,Yes,31,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,54.33,1684.34,1
CUST02924,Female,1,No,Yes,70,No,DSL,No,No,Month-to-month,Mailed check,69.18,4842.55,1
CUST02925,Male,1,Yes,No,30,Yes,None,No internet service,No internet service,Two year,Mailed check,34.17,1025.21,1
CUST02926,Male,0,Yes,No,21,Yes,DSL,Yes,No,Month-to-month,Bank transfer,74.99,1574.74,1
CUST02927,Male,0,No,No,22,Yes,Fiber optic,Yes,Yes,One year,Mailed check,65.52,1441.33,1
CUST02928,Male,1,No,Yes,10,No,None,No internet service,No internet service,Month-to-month,Mailed check,21.31,213.06,0
CUST02929,Male,0,No,Yes,63,No,None,No internet service,No internet service,One year,Mailed check,22.74,1432.53,0
CUST02930,Male,1,Yes,Yes,17,Yes,DSL,No,Yes,Two year,Bank transfer,49.12,835.04,0
CUST02931,Female,0,No,No,53,Yes,Fiber optic,No,No,One year,Electronic check,95.89,5082.13,0
CUST02932,Female,0,No,No,18,Yes,Fiber optic,No,Yes,Two year,Electronic check,57.03,1026.54,1
CUST02933,Male,1,No,No,23,Yes,DSL,Yes,No,One year,Electronic check,41.37,951.51,1
CUST02934,Female,1,Yes,No,9,No,Fiber optic,No,Yes,Two year,Credit card,69.17,622.53,0
CUST02935,Male,0,No,Yes,16,Yes,None,No internet service,No internet service,One year,Mailed check,46.09,737.37,1
CUST02936,Male,0,No,Yes,3,Yes,None,No internet service,No internet service,Month-to-month,Credit card,22.73,68.19,0
CUST02937,Female,1,Yes,Yes,50,Yes,DSL,No,Yes,One year,Mailed check,42.67,2133.48,1
CUST02938,Female,1,No,No,16,Yes,DSL,Yes,No,One year,Electronic check,64.51,1032.12,0
CUST02939,Female,0,No,No,32,No,DSL,No,No,Two year,Electronic check,49.65,1588.79,0
CUST02940,Female,1,Yes,Yes,56,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,79.05,4426.86,0
CUST02941,Female,0,Yes,No,12,Yes,DSL,Yes,Yes,Month-to-month,Bank transfer,39.16,469.91,0
CUST02942,Female,1,Yes,Yes,4,Yes,DSL,Yes,No,Month-to-month,Mailed check,73.54,294.15,0
CUST02943,Male,0,No,No,62,No,Fiber optic,Yes,Yes,Two year,Electronic check,50.43,3126.7,0
CUST02944,Male,0,No,No,70,Yes,Fiber optic,No,Yes,One year,Credit card,112.72,7890.13,0
CUST02945,Female,0,Yes,No,0,Yes,Fiber optic,Yes,No,Month-to-month,Credit card,52.71,0,1
CUST02946,Male,0,Yes,Yes,3,Yes,Fiber optic,No,Yes,Two year,Mailed check,63.75,191.24,0
CUST02947,Female,1,Yes,No,23,No,Fiber optic,Yes,No,Month-to-month,Electronic check,77.48,1782.03,1
CUST02948,Male,0,No,No,58,No,None,No internet service,No internet service,One year,Mailed check,17.73,1028.57,1
CUST02949,Male,0,No,No,56,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,60.29,3376.36,0
CUST02950,Male,0,No,Yes,54,No,DSL,No,No,One year,Credit card,42.14,2275.57,1
CUST02951,Female,1,No,No,9,No,None,No internet service,No internet service,One year,Credit card,28.29,254.62,0
CUST02952,Female,1,No,Yes,50,Yes,DSL,No,Yes,Two year,Mailed check,61,3049.78,0
CUST02953,Female,0,No,Yes,66,Yes,Fiber optic,Yes,Yes,Two year,Mailed check,67.87,4479.61,1
CUST02954,Female,1,No,Yes,31,No,DSL,Yes,Yes,Two year,Credit card,31.29,969.96,0
CUST02955,Female,1,No,Yes,30,No,Fiber optic,No,No,Month-to-month,Electronic check,94.49,2834.61,1
CUST02956,Male,0,Yes,Yes,63,Yes,DSL,No,Yes,Month-to-month,Bank transfer,61.75,3889.94,1
CUST02957,Female,1,Yes,No,48,No,Fiber optic,No,Yes,Two year,Mailed check,115.13,5526.35,0
CUST02958,Female,0,No,No,60,No,None,No internet service,No internet service,Month-to-month,Electronic check,32.25,1934.86,1
CUST02959,Female,1,No,Yes,36,No,Fiber optic,Yes,Yes,One year,Electronic check,53.96,1942.5,1
CUST02960,Male,0,Yes,Yes,50,No,DSL,Yes,No,Month-to-month,Electronic check,42.62,2131.1,0
CUST02961,Male,1,Yes,Yes,24,No,DSL,No,Yes,One year,Bank transfer,40.29,967.02,1
CUST02962,Male,0,No,Yes,46,Yes,DSL,Yes,No,One year,Credit card,50.86,2339.64,1
CUST02963,Female,0,Yes,No,36,No,DSL,No,Yes,Month-to-month,Credit card,34.15,1229.27,0
CUST02964,Male,0,No,No,44,Yes,DSL,No,Yes,Two year,Electronic check,61.33,2698.33,0
CUST02965,Female,0,No,Yes,53,Yes,DSL,No,No,One year,Bank transfer,37.51,1988.15,0
CUST02966,Female,0,No,No,24,Yes,Fiber optic,Yes,Yes,Two year,Credit card,90.36,2168.71,0
CUST02967,Male,0,Yes,Yes,24,No,None,No internet service,No internet service,One year,Credit card,15.27,366.36,0
CUST02968,Female,1,Yes,No,0,No,DSL,Yes,No,Month-to-month,Credit card,33,0,0
CUST02969,Female,0,No,Yes,9,No,Fiber optic,Yes,No,One year,Credit card,116.59,1049.31,1
CUST02970,Male,1,Yes,No,71,Yes,None,No internet service,No internet service,Two year,Mailed check,48.52,3445.17,1
CUST02971,Male,1,No,No,37,No,DSL,Yes,Yes,Month-to-month,Electronic check,55.49,2052.98,0
CUST02972,Female,0,No,Yes,71,Yes,None,No internet service,No internet service,Two year,Electronic check,44.23,3140.41,1
CUST02973,Female,1,Yes,No,62,No,None,No internet service,No internet service,Two year,Credit card,25.28,1567.31,0
CUST02974,Male,1,Yes,Yes,17,No,None,No internet service,No internet service,Two year,Mailed check,37.01,629.09,1
CUST02975,Female,1,Yes,Yes,23,No,DSL,Yes,Yes,Month-to-month,Electronic check,71.31,1640.11,0
CUST02976,Female,0,Yes,No,52,No,None,No internet service,No internet service,Month-to-month,Bank transfer,16.13,838.76,0
CUST02977,Female,1,Yes,Yes,21,No,Fiber optic,No,No,Month-to-month,Bank transfer,52.74,1107.44,1
CUST02978,Male,0,No,No,24,Yes,None,No internet service,No internet service,One year,Mailed check,16.96,407.11,0
CUST02979,Female,1,No,Yes,59,No,Fiber optic,No,No,Month-to-month,Mailed check,108.5,6401.65,1
CUST02980,Female,0,Yes,Yes,1,No,Fiber optic,No,No,Month-to-month,Mailed check,118.01,118.01,0
CUST02981,Male,1,No,No,35,No,None,No internet service,No internet service,Two year,Credit card,43.26,1514.02,1
CUST02982,Female,0,Yes,Yes,33,No,DSL,No,Yes,One year,Credit card,45.53,1502.65,1
CUST02983,Male,0,Yes,Yes,70,Yes,DSL,No,No,One year,Electronic check,79.07,5535.02,1
CUST02984,Female,0,Yes,Yes,57,No,None,No internet service,No internet service,Two year,Bank transfer,47.87,2728.67,0
CUST02985,Female,0,Yes,Yes,65,No,Fiber optic,Yes,No,One year,Bank transfer,97.48,6335.94,1
CUST02986,Female,1,No,Yes,48,Yes,None,No internet service,No internet service,Month-to-month,Credit card,26.2,1257.47,0
CUST02987,Male,1,Yes,Yes,24,No,Fiber optic,No,No,Two year,Electronic check,50.91,1221.84,1
CUST02988,Female,0,No,Yes,70,No,Fiber optic,Yes,Yes,One year,Bank transfer,60.94,4265.59,0
CUST02989,Male,1,No,No,12,Yes,DSL,No,Yes,One year,Credit card,34.18,410.18,0
CUST02990,Male,1,No,No,72,Yes,DSL,No,No,Two year,Bank transfer,61.18,4404.95,1
CUST02991,Male,1,Yes,No,46,No,DSL,No,Yes,Month-to-month,Credit card,55.5,2552.9,0
CUST02992,Female,0,Yes,Yes,55,Yes,Fiber optic,Yes,Yes,Two year,Mailed check,67.01,3685.65,0
CUST02993,Male,0,Yes,No,27,Yes,None,No internet service,No internet service,One year,Bank transfer,29.77,803.75,0
CUST02994,Female,1,No,Yes,62,Yes,None,No internet service,No internet service,One year,Credit card,25.26,1566.4,1
CUST02995,Male,1,Yes,Yes,18,Yes,Fiber optic,No,No,Two year,Credit card,113.34,2040.12,0
CUST02996,Female,1,No,No,41,No,DSL,No,Yes,Two year,Electronic check,36.92,1513.88,0
CUST02997,Female,1,No,Yes,70,No,None,No internet service,No internet service,Month-to-month,Electronic check,27.3,1910.86,1
CUST02998,Male,1,No,No,51,No,None,No internet service,No internet service,Two year,Bank transfer,17.79,907.34,1
CUST02999,Male,0,No,No,26,No,DSL,Yes,Yes,One year,Bank transfer,30.86,802.37,1
CUST03000,Male,1,No,Yes,14,Yes,DSL,Yes,No,One year,Electronic check,70.19,982.64,1
CUST03001,Female,0,Yes,Yes,1,No,Fiber optic,No,Yes,One year,Bank transfer,80.77,80.77,0
CUST03002,Male,1,Yes,No,17,Yes,DSL,Yes,No,Month-to-month,Bank transfer,42.36,720.04,1
CUST03003,Female,0,Yes,No,41,No,DSL,Yes,No,Month-to-month,Electronic check,62.09,2545.87,1
CUST03004,Male,1,Yes,No,63,Yes,Fiber optic,No,Yes,Two year,Bank transfer,52.34,3297.23,1
CUST03005,Male,0,Yes,No,50,Yes,None,No internet service,No internet service,Month-to-month,Mailed check,45.97,2298.36,0
CUST03006,Female,0,Yes,Yes,12,Yes,DSL,No,No,One year,Electronic check,75.59,907.13,1
CUST03007,Male,0,Yes,No,1,Yes,DSL,Yes,Yes,Two year,Mailed check,69.03,69.03,1
CUST03008,Male,0,No,Yes,35,No,DSL,No,Yes,Month-to-month,Electronic check,47.28,1654.71,0
CUST03009,Female,0,No,Yes,62,Yes,DSL,No,Yes,One year,Electronic check,46.83,2903.44,0
CUST03010,Female,0,No,Yes,23,Yes,DSL,No,Yes,Month-to-month,Bank transfer,39.77,914.67,1
CUST03011,Female,0,No,No,67,No,DSL,No,Yes,One year,Electronic check,78.9,5286.17,0
CUST03012,Female,1,Yes,Yes,8,Yes,DSL,No,No,One year,Mailed check,66.69,533.49,1
CUST03013,Male,0,Yes,No,64,Yes,None,No internet service,No internet service,Two year,Credit card,46.78,2993.8,0
CUST03014,Female,0,Yes,Yes,38,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,62.2,2363.7,1
CUST03015,Male,0,No,Yes,55,Yes,Fiber optic,Yes,No,Two year,Mailed check,50.04,2752.07,1
CUST03016,Female,0,Yes,Yes,64,Yes,Fiber optic,No,Yes,Month-to-month,Credit card,70.49,4511.55,1
CUST03017,Female,1,No,Yes,18,No,None,No internet service,No internet service,One year,Electronic check,24.7,444.64,1
CUST03018,Male,0,No,Yes,53,No,None,No internet service,No internet service,One year,Mailed check,19.86,1052.6,1
CUST03019,Female,0,Yes,Yes,8,No,DSL,Yes,Yes,One year,Electronic check,50.91,407.32,0
CUST03020,Female,1,No,No,60,No,DSL,Yes,No,One year,Credit card,49.64,2978.51,0
CUST03021,Male,0,Yes,Yes,49,No,Fiber optic,No,No,One year,Bank transfer,94.02,4607.18,0
CUST03022,Female,0,Yes,Yes,8,Yes,None,No internet service,No internet service,One year,Mailed check,34.08,272.64,1
CUST03023,Female,0,No,No,52,Yes,None,No internet service,No internet service,Month-to-month,Electronic check,23.94,1244.65,0
CUST03024,Male,0,No,Yes,29,No,DSL,No,Yes,Month-to-month,Electronic check,69.7,2021.18,1
CUST03025,Female,1,Yes,Yes,64,No,DSL,Yes,No,One year,Credit card,51.36,3287.16,1
CUST03026,Female,1,Yes,No,6,Yes,Fiber optic,No,No,Two year,Mailed check,77.09,462.55,0
CUST03027,Female,0,Yes,No,52,No,None,No internet service,No internet service,One year,Credit card,37.42,1945.88,1
CUST03028,Male,0,No,Yes,37,Yes,Fiber optic,No,No,Month-to-month,Mailed check,87.57,3239.99,0
CUST03029,Female,0,Yes,No,1,No,None,No internet service,No internet service,Month-to-month,Electronic check,17.73,17.73,0
CUST03030,Female,1,No,No,42,Yes,DSL,No,Yes,Month-to-month,Mailed check,58.31,2449.07,0
CUST03031,Male,0,No,No,23,No,DSL,Yes,Yes,Month-to-month,Bank transfer,63.35,1457.12,1
CUST03032,Female,1,No,No,50,No,Fiber optic,Yes,Yes,Month-to-month,Credit card,69.06,3452.89,1
CUST03033,Female,0,No,No,5,Yes,None,No internet service,No internet service,Two year,Bank transfer,31.33,156.64,1
CUST03034,Female,1,Yes,No,10,No,Fiber optic,No,No,One year,Credit card,90.43,904.3,0
CUST03035,Female,1,Yes,Yes,41,Yes,DSL,No,Yes,One year,Credit card,78.42,3215.05,1
CUST03036,Male,0,Yes,Yes,56,Yes,DSL,No,Yes,One year,Bank transfer,59.51,3332.38,1
CUST03037,Male,0,Yes,No,40,No,Fiber optic,No,Yes,One year,Bank transfer,82.93,3317.22,0
CUST03038,Male,1,No,Yes,56,No,Fiber optic,Yes,Yes,Two year,Credit card,110.4,6182.4,0
CUST03039,Female,1,No,No,6,No,Fiber optic,Yes,No,Two year,Bank transfer,71.47,428.8,1
CUST03040,Male,1,No,No,50,Yes,DSL,No,No,Month-to-month,Credit card,44.15,2207.73,0
CUST03041,Female,0,No,Yes,64,No,None,No internet service,No internet service,One year,Electronic check,34.25,2191.83,0
CUST03042,Female,0,Yes,No,26,Yes,Fiber optic,No,Yes,One year,Electronic check,69.64,1810.6,0
CUST03043,Female,1,No,No,33,No,None,No internet service,No internet service,Two year,Bank transfer,31.26,1031.56,1
CUST03044,Male,0,Yes,No,19,No,DSL,Yes,No,Two year,Electronic check,44.72,849.71,0
CUST03045,Female,1,No,Yes,49,Yes,Fiber optic,Yes,No,One year,Electronic check,85.74,4201.37,1
CUST03046,Male,1,Yes,No,35,No,Fiber optic,Yes,Yes,One year,Bank transfer,115.31,4035.96,1
CUST03047,Female,0,No,Yes,53,Yes,None,No internet service,No internet service,Two year,Credit card,34.4,1823.42,0
CUST03048,Female,0,No,Yes,21,No,None,No internet service,No internet service,Month-to-month,Bank transfer,18.1,380.1,1
CUST03049,Female,0,No,No,37,Yes,DSL,Yes,No,Two year,Mailed check,62.22,2302.21,1
CUST03050,Female,1,No,Yes,35,No,Fiber optic,No,No,One year,Credit card,119.02,4165.84,1
CUST03051,Female,0,No,No,31,No,DSL,No,No,Two year,Mailed check,61.45,1904.92,0
CUST03052,Male,1,Yes,No,60,Yes,None,No internet service,No internet service,Month-to-month,Mailed check,18.73,1123.87,0
CUST03053,Female,0,No,No,68,Yes,DSL,Yes,No,One year,Mailed check,55.83,3796.14,1
CUST03054,Male,1,No,No,66,No,Fiber optic,No,Yes,Month-to-month,Bank transfer,50.47,3331.32,1
CUST03055,Male,1,No,Yes,7,Yes,None,No internet service,No internet service,Month-to-month,Electronic check,45.57,319,0
CUST03056,Male,1,Yes,Yes,20,No,DSL,No,Yes,Two year,Credit card,49.55,990.98,0
CUST03057,Female,1,No,Yes,54,No,Fiber optic,Yes,Yes,Two year,Credit card,104.35,5634.68,0
CUST03058,Female,0,No,No,25,No,DSL,Yes,Yes,Two year,Bank transfer,58.88,1472.03,0
CUST03059,Female,1,Yes,No,21,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card,94.2,1978.16,0
CUST03060,Male,1,No,No,40,No,None,No internet service,No internet service,One year,Mailed check,37.51,1500.25,1
CUST03061,Female,1,No,Yes,52,Yes,DSL,No,Yes,Two year,Electronic check,44.98,2338.73,0
CUST03062,Female,0,Yes,Yes,39,No,Fiber optic,No,No,Two year,Bank transfer,74.27,2896.59,1
CUST03063,Male,1,No,Yes,64,Yes,DSL,Yes,No,Month-to-month,Mailed check,49.03,3137.88,0
CUST03064,Female,0,Yes,No,19,No,Fiber optic,Yes,Yes,Month-to-month,Credit card,109.82,2086.66,1
CUST03065,Male,0,Yes,No,66,Yes,DSL,Yes,No,One year,Credit card,45.32,2991.12,1
CUST03066,Female,0,Yes,Yes,57,Yes,None,No internet service,No internet service,One year,Electronic check,20.55,1171.51,0
CUST03067,Female,1,Yes,No,51,No,Fiber optic,Yes,Yes,Month-to-month,Mailed check,51.94,2648.7,1
CUST03068,Female,0,Yes,No,1,No,None,No internet service,No internet service,Two year,Mailed check,30.84,30.84,0
CUST03069,Male,0,Yes,Yes,57,No,None,No internet service,No internet service,Month-to-month,Mailed check,39.45,2248.43,1
CUST03070,Male,0,Yes,No,19,No,DSL,Yes,Yes,Month-to-month,Credit card,65.22,1239.19,1
CUST03071,Male,0,No,No,62,Yes,None,No internet service,No internet service,Month-to-month,Credit card,41.15,2551.28,0
CUST03072,Female,0,No,No,67,No,DSL,No,Yes,One year,Electronic check,75.19,5038.02,1
CUST03073,Male,1,Yes,No,10,No,None,No internet service,No internet service,One year,Electronic check,24.38,243.81,0
CUST03074,Female,0,No,Yes,69,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,114.25,7883.25,0
CUST03075,Male,1,Yes,No,22,No,Fiber optic,No,Yes,Month-to-month,Mailed check,107.87,2373.13,1
CUST03076,Female,0,No,Yes,66,Yes,DSL,No,Yes,Month-to-month,Bank transfer,30.51,2013.33,0
CUST03077,Male,1,Yes,Yes,1,Yes,DSL,No,Yes,One year,Mailed check,76.88,76.88,1
CUST03078,Female,0,No,Yes,43,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,73.77,3172.28,1
CUST03079,Male,0,Yes,Yes,5,Yes,None,No internet service,No internet service,Month-to-month,Mailed check,28.22,141.1,1
CUST03080,Female,1,No,No,7,Yes,Fiber optic,No,Yes,Two year,Electronic check,69.73,488.12,0
CUST03081,Male,1,Yes,Yes,28,No,Fiber optic,No,No,Month-to-month,Electronic check,52.3,1464.3,1
CUST03082,Male,0,Yes,No,53,No,Fiber optic,No,No,Two year,Credit card,76.25,4041.07,1
CUST03083,Female,0,Yes,Yes,29,Yes,DSL,No,Yes,Two year,Mailed check,55.43,1607.48,0
CUST03084,Male,0,Yes,No,7,No,None,No internet service,No internet service,Month-to-month,Mailed check,44.21,309.46,0
CUST03085,Male,1,Yes,Yes,54,Yes,None,No internet service,No internet service,Month-to-month,Electronic check,28.47,1537.34,1
CUST03086,Female,1,No,No,64,No,None,No internet service,No internet service,One year,Bank transfer,17.57,1124.76,0
CUST03087,Female,0,No,No,11,Yes,DSL,Yes,Yes,One year,Bank transfer,30,330.05,1
CUST03088,Female,1,No,No,18,Yes,None,No internet service,No internet service,Two year,Electronic check,34.29,617.2,0
CUST03089,Female,0,Yes,Yes,4,Yes,DSL,No,Yes,Two year,Mailed check,35.92,143.69,1
CUST03090,Female,1,No,Yes,31,Yes,DSL,Yes,Yes,Two year,Bank transfer,52.77,1636,0
CUST03091,Male,1,No,Yes,37,Yes,None,No internet service,No internet service,Two year,Electronic check,24.44,904.24,0
CUST03092,Female,1,Yes,No,69,No,None,No internet service,No internet service,Two year,Bank transfer,35.89,2476.47,1
CUST03093,Male,0,No,No,69,No,DSL,Yes,No,Two year,Electronic check,56.62,3907.1,1
CUST03094,Female,0,No,No,68,No,None,No internet service,No internet service,Month-to-month,Mailed check,19.09,1298.33,1
CUST03095,Male,1,No,No,17,No,Fiber optic,Yes,Yes,Month-to-month,Credit card,68.48,1164.13,0
CUST03096,Male,0,No,Yes,40,Yes,None,No internet service,No internet service,Two year,Credit card,22.88,915.21,0
CUST03097,Female,0,No,No,8,No,DSL,No,No,Month-to-month,Credit card,72.71,581.66,0
CUST03098,Female,0,No,Yes,17,No,DSL,No,Yes,Two year,Credit card,34.24,582.1,1
CUST03099,Male,0,Yes,No,38,No,Fiber optic,No,Yes,Two year,Bank transfer,111.14,4223.42,1
CUST03100,Female,0,No,No,25,No,Fiber optic,Yes,No,Two year,Credit card,68.58,1714.42,1
CUST03101,Male,0,Yes,Yes,71,No,DSL,Yes,Yes,Month-to-month,Bank transfer,53.09,3769.71,0
CUST03102,Male,0,Yes,Yes,17,Yes,Fiber optic,Yes,No,One year,Electronic check,76.33,1297.65,0
